Record_ID,Timestamp,Latitude,Longitude,Road_ID,Vehicle_Count,Avg_Speed(km/h),Vehicle_Type,Traffic_Density,Weather,Visibility(m),Road_Condition,Accident_Occurred,Accident_Severity,Alert_Generated,temperature,humidity
1866,09-10-2018 23:42,23.80853311,78.84109663,RD-435,470,42,Truck,Very High,Rain,4249,Under Maintenance,No,-,No,48.12,52.39
1867,05-11-2019 06:27,20.61369884,78.01594844,RD-38,211,91,Car,Low,Fog,7994,Dry,No,-,No,21.3,59.59
1868,04-06-2019 07:17,29.80825521,88.10348584,RD-184,69,52,Mixed,Very High,Rain,4698,Dry,No,-,No,24.94,64.75
1869,16-02-2019 17:11,26.74632871,78.02010115,RD-476,371,59,Bus,Medium,Clear,8479,Dry,Yes,Fatal,Yes,23.95,41.34
1870,23-09-2023 00:23,33.36661974,77.39176503,RD-258,407,58,Bike,Very High,Clear,2569,Wet,No,-,No,41.78,84.05
1871,28-05-2019 15:23,29.25696771,77.34056718,RD-55,316,76,Mixed,Very High,Fog,7943,Slippery,No,-,No,44.53,70.45
1872,18-09-2021 22:51,12.07181937,90.55760696,RD-149,386,19,Truck,High,Snow,6183,Dry,No,-,No,26.41,68
1873,03-01-2019 09:53,25.96660321,76.94306413,RD-403,74,34,Car,High,Snow,4676,Under Maintenance,No,-,No,35.18,35.97
1874,29-06-2021 18:18,9.291614564,68.40594469,RD-352,420,59,Car,Medium,Fog,7301,Under Maintenance,No,-,Yes,45.22,66.25
1875,26-04-2018 02:52,19.23375501,78.60051898,RD-155,31,77,Bike,Medium,Rain,3196,Dry,No,-,No,41.98,37.26
1876,18-07-2023 07:46,19.94619349,76.06887821,RD-311,287,113,Truck,Low,Clear,9188,Wet,No,-,Yes,36.27,34.72
1877,05-08-2018 01:05,32.7916042,94.36150026,RD-45,483,25,Car,Very High,Snow,9486,Dry,No,-,No,37.71,61.64
1878,27-12-2020 17:05,13.2307795,81.8592791,RD-145,457,112,Mixed,High,Snow,5066,Wet,No,-,No,35.25,54.17
1879,29-03-2022 05:43,26.66270364,74.80268469,RD-392,392,64,Mixed,Low,Clear,6865,Under Maintenance,No,-,No,28.93,65.33
1880,26-06-2019 02:06,13.57922365,96.46591699,RD-475,33,82,Bike,High,Fog,7535,Dry,Yes,Minor,No,36.95,35.35
1881,05-09-2023 03:12,35.51143438,75.15558268,RD-225,39,12,Truck,Low,Fog,2876,Wet,No,-,No,40.67,55.86
1882,27-05-2018 07:45,23.35541105,90.12770021,RD-196,49,51,Mixed,High,Fog,3108,Slippery,No,-,No,46.2,40.49
1883,16-12-2021 07:46,28.53819918,86.83696796,RD-203,90,40,Car,Low,Snow,3188,Wet,No,-,Yes,39.09,89.23
1884,20-05-2021 04:36,26.74981632,81.40461469,RD-421,416,77,Mixed,Very High,Rain,3866,Slippery,No,-,No,42.83,63.67
1885,04-11-2023 12:51,16.8055172,79.76921797,RD-339,147,30,Car,Low,Storm,8347,Dry,No,-,No,24.8,71.25
1886,06-09-2022 20:21,34.13473505,93.2990919,RD-16,298,88,Truck,Medium,Fog,685,Slippery,No,-,No,33.85,49.53
1887,08-07-2019 09:53,26.19021139,81.77738927,RD-243,81,106,Bike,Low,Storm,3410,Dry,No,-,No,20.28,35.68
1888,15-06-2022 05:48,22.79922256,78.88535704,RD-81,270,74,Bike,High,Rain,6549,Dry,Yes,Minor,No,27.4,88.55
1889,25-12-2019 17:33,23.32246011,78.27325594,RD-274,491,38,Bike,Very High,Snow,7334,Slippery,No,-,No,41.79,47.18
1890,14-04-2023 01:24,33.8300252,76.00017214,RD-113,252,64,Bus,Low,Storm,8268,Dry,No,-,Yes,49.75,55.43
1891,31-07-2023 08:34,9.714464712,79.8600126,RD-70,164,27,Bike,Low,Fog,8291,Dry,Yes,Fatal,No,22.98,68.99
1892,11-05-2018 14:56,19.28280067,71.47762164,RD-383,327,107,Bike,Medium,Storm,9882,Slippery,Yes,Fatal,Yes,32.04,31.48
1893,13-12-2021 01:07,32.40719831,69.88856795,RD-201,232,101,Car,High,Clear,7400,Dry,No,-,Yes,44,78.62
1894,16-07-2020 13:13,9.087942161,83.70255837,RD-408,418,89,Truck,Medium,Rain,2377,Slippery,No,-,No,26.12,62.19
1895,12-06-2021 19:23,26.53625536,81.17358434,RD-409,459,45,Truck,Low,Clear,5949,Slippery,Yes,Major,No,36.65,46.69
1896,07-02-2021 02:04,19.69466131,73.02837612,RD-435,29,94,Mixed,Very High,Rain,4900,Dry,No,-,No,41.99,33.7
1897,28-04-2022 19:42,13.93292064,71.09717707,RD-280,128,73,Bike,High,Rain,8401,Wet,No,-,No,38.48,39.75
1898,29-07-2021 18:33,25.73074115,72.15474982,RD-152,129,59,Truck,Low,Snow,3967,Under Maintenance,No,-,No,25.64,83.7
1899,28-10-2022 00:43,32.10076909,77.14209048,RD-492,308,77,Truck,Low,Rain,1622,Under Maintenance,No,-,Yes,30.66,71.16
1900,13-08-2018 06:03,21.55284708,81.09305536,RD-325,76,49,Truck,High,Rain,9117,Under Maintenance,Yes,Major,No,43.51,44.99
1901,21-10-2022 22:02,12.25538429,73.60715317,RD-74,195,65,Truck,Medium,Fog,9885,Slippery,No,-,No,36.63,33.94
1902,04-07-2019 08:25,16.87838537,89.91312454,RD-153,434,37,Car,Very High,Clear,2908,Dry,No,-,No,20.16,71.44
1903,22-08-2020 04:52,36.45924425,73.60640699,RD-347,241,93,Bike,Medium,Storm,9830,Dry,No,-,No,42.83,64.34
1904,01-08-2020 02:31,11.22166471,71.59966705,RD-455,73,56,Truck,Medium,Snow,1924,Wet,No,-,No,21.06,54.27
1905,16-01-2020 10:22,12.66073559,96.84209121,RD-469,367,115,Car,Very High,Rain,5447,Slippery,No,-,No,42.37,51.82
1906,17-01-2023 18:39,36.71515759,80.98363533,RD-495,311,85,Bus,Low,Fog,1705,Wet,Yes,Major,No,26.07,43.01
1907,15-04-2020 20:18,33.58094129,72.9302035,RD-408,453,108,Mixed,High,Rain,6612,Slippery,No,-,No,48.74,70.18
1908,18-02-2023 07:10,28.5067336,93.94215149,RD-444,241,115,Car,High,Snow,4719,Dry,No,-,Yes,31.04,88.24
1909,14-03-2021 00:40,12.37851435,74.70165711,RD-374,408,23,Mixed,Medium,Clear,3798,Slippery,No,-,No,29.81,40.54
1910,23-03-2022 03:08,14.97592535,94.84181871,RD-332,36,79,Mixed,Medium,Storm,6566,Dry,No,-,No,24.47,65.83
1911,06-08-2018 05:31,13.22528392,71.44986476,RD-192,195,12,Bus,Low,Fog,625,Under Maintenance,Yes,-,No,29.17,55.45
1912,27-03-2018 21:45,26.2976908,92.41262618,RD-491,161,74,Bus,Very High,Snow,862,Dry,No,-,No,46.3,56.8
1913,14-01-2021 11:31,19.56719774,73.34374615,RD-487,428,10,Bus,Very High,Snow,3079,Wet,No,-,No,49.89,45.25
1914,11-04-2023 05:56,9.38559495,95.21179181,RD-6,32,76,Car,High,Rain,2613,Under Maintenance,No,-,No,31.05,79.51
1915,02-06-2019 00:22,16.44747678,84.65306564,RD-284,17,61,Bus,Very High,Fog,6653,Under Maintenance,No,-,Yes,33.46,59.12
1916,18-06-2022 09:41,32.95894356,73.50749718,RD-448,389,92,Truck,Medium,Storm,9935,Dry,No,-,No,41.66,62.6
1917,19-12-2020 15:16,31.08522767,92.49978157,RD-285,223,64,Car,Low,Snow,2344,Under Maintenance,No,-,Yes,46.59,48.29
1918,29-01-2023 17:54,26.64734232,79.32670377,RD-73,153,23,Bike,Low,Storm,8035,Under Maintenance,No,-,No,37.79,40.91
1919,11-12-2023 20:23,10.48076191,89.25158922,RD-64,463,56,Bus,Medium,Clear,782,Wet,No,-,No,31.75,35.15
1920,24-12-2021 16:03,33.60093376,86.65978093,RD-22,496,45,Car,High,Rain,5291,Under Maintenance,Yes,Major,No,32.38,72.85
1921,12-05-2022 04:18,23.50101645,88.71454115,RD-3,454,95,Bus,Medium,Storm,6513,Slippery,No,-,No,40.87,41.77
1922,16-10-2018 13:38,22.34270429,77.96773194,RD-294,374,88,Mixed,Low,Snow,1382,Slippery,No,-,Yes,20.1,71.4
1923,12-10-2019 15:56,35.08784373,95.22593913,RD-306,195,92,Truck,Low,Snow,2260,Under Maintenance,No,-,No,38.59,53.42
1924,25-12-2022 16:28,8.256476781,84.23458124,RD-202,422,42,Mixed,Low,Snow,7487,Dry,No,-,No,30.66,54.95
1925,21-05-2022 03:18,24.121019,70.24925769,RD-276,264,73,Bus,Very High,Snow,8718,Wet,No,-,No,43.83,58.15
1926,02-04-2018 21:42,30.94608734,69.93528621,RD-281,328,20,Car,Medium,Fog,6749,Wet,No,-,Yes,22.79,52.06
1927,04-01-2020 18:12,9.847023765,89.40865921,RD-485,163,43,Truck,High,Rain,4207,Under Maintenance,Yes,-,No,37.65,36.04
1928,14-02-2022 14:54,18.35798996,92.64925865,RD-44,402,101,Mixed,Medium,Fog,7849,Dry,No,-,Yes,34.43,48.58
1929,14-05-2022 19:14,36.34707035,88.16310942,RD-157,412,78,Truck,Medium,Fog,3408,Wet,No,-,No,39.27,69.82
1930,18-08-2023 17:00,14.1417955,76.04742203,RD-108,336,55,Truck,Medium,Rain,4199,Slippery,No,-,No,21.95,69.95
1931,30-04-2021 03:07,23.40420357,74.55121488,RD-384,121,9,Bus,Very High,Snow,2730,Under Maintenance,No,-,No,37.4,47.17
1932,11-06-2023 02:10,29.63600176,84.3976611,RD-380,290,87,Truck,Medium,Clear,2496,Under Maintenance,No,-,No,36.84,57.61
1933,16-10-2022 00:14,19.32084172,73.70660544,RD-463,33,66,Bike,Low,Fog,6696,Under Maintenance,Yes,Major,No,36.82,41.61
1934,29-09-2019 08:30,19.82832415,78.99389294,RD-372,48,119,Bike,High,Storm,2513,Wet,Yes,-,No,38.1,42.62
1935,17-01-2022 10:06,9.834782211,86.2320457,RD-177,184,45,Mixed,Very High,Fog,4697,Under Maintenance,No,-,No,40.29,31.38
1936,28-11-2021 22:07,13.5127071,76.26242876,RD-109,198,89,Mixed,Very High,Rain,8879,Slippery,No,-,No,44.15,83.8
1937,01-09-2019 10:20,33.53766754,78.88772873,RD-212,110,71,Car,Very High,Fog,5576,Wet,No,-,No,28.09,42.64
1938,07-09-2019 03:53,31.73121157,78.45501895,RD-464,235,63,Bus,Very High,Storm,9318,Slippery,No,-,Yes,44.75,43.65
1939,31-05-2018 14:33,16.83451715,81.35518193,RD-331,166,96,Mixed,Low,Fog,4193,Dry,No,-,No,34.95,46.78
1940,20-10-2023 02:03,19.06962767,87.5564349,RD-436,363,109,Car,Low,Clear,8343,Slippery,Yes,Fatal,Yes,22.31,37.64
1941,15-10-2020 00:01,20.77190229,90.6881259,RD-263,285,23,Mixed,High,Fog,8941,Under Maintenance,No,-,No,21.76,68.36
1942,20-01-2021 18:31,18.03236522,87.2873919,RD-73,270,84,Car,Medium,Storm,7038,Under Maintenance,No,-,Yes,30.03,34.51
1943,09-03-2018 18:54,26.96343942,68.75886708,RD-83,245,66,Bus,Very High,Snow,6931,Slippery,No,-,No,43.55,38.05
1944,28-01-2022 08:25,8.372024495,94.00835116,RD-95,429,57,Bus,Medium,Clear,7351,Slippery,No,-,Yes,41.23,68.69
1945,26-02-2023 00:11,33.52487362,84.85447478,RD-114,487,70,Mixed,Medium,Snow,9458,Dry,No,-,Yes,43.66,50.38
1946,24-06-2021 15:58,16.71882371,94.68714832,RD-316,388,12,Bike,High,Fog,9347,Under Maintenance,No,-,No,35.52,72.48
1947,04-11-2023 21:50,33.29883039,95.95229645,RD-428,199,50,Truck,Very High,Storm,3073,Dry,No,-,No,33.21,63.45
1948,10-04-2023 04:13,21.17718871,81.56755669,RD-130,187,106,Mixed,Medium,Rain,3715,Wet,No,-,No,24.42,45.36
1949,06-06-2019 08:12,30.51359876,94.57460247,RD-100,285,16,Car,High,Clear,6227,Dry,No,-,Yes,29.85,69.05
1950,24-10-2018 08:18,31.94761533,78.59618353,RD-59,148,92,Bus,Medium,Storm,758,Slippery,No,-,No,33.02,36.98
1951,08-01-2018 20:40,16.73737589,75.55096939,RD-93,134,69,Mixed,High,Rain,8957,Under Maintenance,No,-,No,22.66,62.18
1952,04-03-2019 22:01,26.56941946,70.13527791,RD-344,478,86,Bus,Low,Clear,8357,Under Maintenance,No,-,Yes,26.62,56.23
1953,23-09-2022 01:28,25.6150053,81.10308317,RD-410,157,27,Mixed,High,Clear,1258,Slippery,Yes,-,No,37.95,46.07
1954,25-01-2023 07:47,21.80440896,87.97193117,RD-291,271,43,Bus,High,Fog,7926,Under Maintenance,No,-,No,42.07,66.24
1955,06-04-2021 00:32,21.61749163,96.32823438,RD-437,182,64,Bike,Low,Rain,8920,Dry,No,-,Yes,49.95,82.28
1956,25-11-2023 08:48,16.85089484,83.11796906,RD-28,291,31,Car,Very High,Clear,3269,Under Maintenance,No,-,No,47.99,89.93
1957,28-08-2023 23:09,16.99552484,89.29977012,RD-436,160,61,Mixed,High,Clear,9747,Wet,No,-,Yes,39.28,66.47
1958,14-03-2023 18:51,23.89639664,93.98826742,RD-385,398,48,Bus,High,Fog,1700,Slippery,No,-,No,32.64,54.28
1959,01-05-2023 14:10,8.935847922,83.75237374,RD-478,418,112,Mixed,Medium,Fog,7268,Slippery,No,-,No,39.09,43.51
1960,01-04-2021 09:02,35.07626708,72.83619321,RD-282,486,74,Car,High,Snow,3905,Slippery,No,-,No,43.57,45.43
1961,26-06-2018 22:47,26.84940037,92.59804404,RD-237,13,32,Mixed,High,Snow,7236,Wet,No,-,No,23.55,58.77
1962,01-02-2020 17:24,20.85986266,84.65103748,RD-331,356,27,Truck,Medium,Snow,4041,Under Maintenance,No,-,No,32.3,52.04
1963,19-12-2018 00:39,9.792374062,89.99682624,RD-282,403,38,Bus,Very High,Snow,887,Dry,No,-,Yes,45.19,84.83
1964,29-11-2022 02:30,26.27036279,87.0958599,RD-38,171,29,Car,Low,Rain,5466,Slippery,No,-,No,31.51,52.1
1965,15-01-2023 02:42,8.51453722,69.77008768,RD-149,100,15,Bike,Low,Rain,1154,Slippery,No,-,No,37.16,52.41
1966,07-12-2019 02:01,27.71614866,72.90433395,RD-344,451,52,Truck,High,Storm,7252,Under Maintenance,No,-,No,37.63,53.01
1967,20-01-2019 05:24,10.10320898,76.30124282,RD-35,273,69,Mixed,Very High,Storm,3789,Dry,No,-,No,25.53,80.2
1968,06-03-2020 15:58,27.0269635,76.25652678,RD-129,135,106,Mixed,Low,Snow,7919,Wet,No,-,No,30.87,69.05
1969,12-04-2022 22:23,19.77074522,92.33673345,RD-51,445,14,Truck,Medium,Snow,4416,Dry,No,-,No,30.04,66.85
1970,23-05-2023 20:42,27.21622635,85.34894147,RD-102,125,77,Bike,High,Rain,9480,Dry,No,-,No,20.79,50.05
1971,29-03-2022 00:12,12.01642244,70.41788474,RD-372,364,30,Bike,High,Snow,2555,Wet,No,-,Yes,20.73,79.07
1972,11-02-2020 17:31,11.40410437,79.22875864,RD-298,37,14,Mixed,Very High,Snow,969,Dry,No,-,No,44.95,32.3
1973,28-04-2023 17:42,15.17529719,84.13358988,RD-250,146,22,Mixed,High,Rain,3501,Wet,No,-,No,28.19,82.25
1974,29-04-2021 04:59,19.93382823,75.29358207,RD-488,171,118,Bike,Very High,Clear,2288,Dry,No,-,No,35.54,60.76
1975,17-06-2020 08:16,15.3378976,69.15518299,RD-170,196,64,Bike,Low,Rain,4101,Under Maintenance,Yes,Fatal,Yes,28.96,53.9
1976,21-11-2021 00:33,10.37844615,79.02764844,RD-183,487,77,Bike,Low,Snow,7397,Wet,Yes,Fatal,Yes,48.22,59.83
1977,04-06-2021 21:14,17.42581485,81.37447812,RD-66,410,49,Mixed,Very High,Rain,5407,Under Maintenance,No,-,No,27.78,70.04
1978,27-05-2018 00:02,28.4670661,94.23818332,RD-344,389,30,Bus,Low,Storm,2373,Dry,No,-,No,32.89,30.77
1979,08-03-2019 22:03,24.90949702,94.34261881,RD-336,42,110,Truck,Low,Clear,4944,Dry,No,-,Yes,46.18,82.29
1980,28-05-2021 18:59,35.9364121,82.5116717,RD-121,321,13,Bike,Low,Clear,812,Dry,No,-,No,45.26,56.8
1981,07-01-2022 21:25,20.64172817,81.67334217,RD-52,326,40,Mixed,Very High,Clear,2519,Under Maintenance,No,-,No,25.58,50.58
1982,28-01-2023 06:43,17.6512683,86.57455974,RD-146,486,19,Car,Medium,Rain,1043,Under Maintenance,Yes,Major,Yes,44.08,38.29
1983,19-06-2020 04:35,28.1167063,75.48559793,RD-318,378,28,Mixed,Medium,Storm,9235,Dry,No,-,No,33.75,56.37
1984,28-10-2023 10:38,19.94680489,76.28571119,RD-36,302,44,Bus,Low,Fog,2148,Dry,No,-,No,34.49,59.78
1985,11-06-2020 07:48,25.93096879,68.07417772,RD-461,22,6,Bus,Medium,Storm,7034,Wet,No,-,Yes,24,54.22
1986,10-08-2019 18:35,35.44233114,70.26814442,RD-100,422,8,Bike,Low,Storm,8604,Slippery,No,-,No,22.42,70.72
1987,07-01-2019 08:52,22.47648763,73.17660531,RD-163,305,106,Truck,High,Snow,9048,Wet,No,-,No,41.84,55.25
1988,16-05-2019 10:51,22.44707517,86.5766094,RD-249,263,99,Mixed,Medium,Storm,3944,Slippery,No,-,No,34.89,87.69
1989,06-10-2019 11:04,30.47982918,74.16706045,RD-231,368,24,Truck,High,Rain,9505,Slippery,No,-,Yes,33.11,65.96
1990,19-10-2018 14:22,29.926223,71.59829114,RD-169,320,43,Car,Low,Clear,1113,Dry,Yes,Major,No,41.89,78.45
1991,03-10-2018 08:23,22.97071195,85.87283699,RD-316,23,49,Truck,Medium,Storm,7721,Under Maintenance,No,-,No,42.97,36.56
1992,21-12-2020 10:24,9.876890118,86.90075068,RD-338,273,30,Truck,Medium,Storm,1837,Dry,No,-,No,24.77,53.84
1993,03-01-2021 22:35,36.44282282,69.73052072,RD-157,169,64,Bike,High,Fog,1824,Dry,No,-,Yes,38.31,50.21
1994,12-07-2019 17:56,18.94229221,90.41404454,RD-356,404,73,Car,Low,Fog,7291,Wet,No,-,No,24.06,64.17
1995,10-01-2022 07:27,17.18448608,85.57855502,RD-300,236,72,Bus,Medium,Snow,425,Slippery,No,-,No,42.54,81.67
1996,29-06-2022 06:40,36.46485817,79.51489786,RD-79,334,90,Truck,Very High,Fog,4345,Wet,No,-,No,39.71,34.7
1997,07-07-2019 01:44,33.29192129,96.51228646,RD-290,187,74,Car,Low,Snow,4855,Dry,Yes,Major,No,48.7,34.35
1998,03-07-2021 12:06,17.57628261,68.29578123,RD-291,174,105,Car,Very High,Rain,2326,Slippery,No,-,No,22.07,81.02
1999,14-06-2019 13:21,16.94096262,83.80070011,RD-187,54,35,Bus,Medium,Clear,8073,Wet,No,-,Yes,21.71,42.77
2000,29-08-2021 03:51,28.90767014,72.63139885,RD-414,462,73,Bike,Medium,Fog,6174,Wet,Yes,-,Yes,28.47,70.13
2001,06-09-2019 15:36,17.69516117,77.55065028,RD-162,331,11,Car,Very High,Rain,1780,Wet,No,-,No,27.85,62.57
2002,18-03-2021 06:40,15.29152693,71.86286622,RD-491,163,73,Bus,Medium,Clear,9229,Dry,Yes,Fatal,No,27.41,79.97
2003,24-12-2021 21:58,36.41045456,87.37822084,RD-220,295,8,Mixed,Medium,Rain,9262,Under Maintenance,No,-,No,47.19,37.51
2004,28-01-2021 08:15,24.4055969,79.64557621,RD-87,342,95,Car,Low,Rain,4073,Under Maintenance,No,-,Yes,27.49,37.79
2005,03-08-2018 10:51,30.11243102,96.60268552,RD-3,389,77,Mixed,Low,Rain,8300,Dry,Yes,Major,No,28.16,63.41
2006,08-01-2021 21:19,28.67859383,86.9615664,RD-161,47,41,Mixed,Low,Rain,2178,Slippery,No,-,No,42.78,86.78
2007,16-05-2020 15:09,29.91025384,94.6027097,RD-127,113,6,Car,High,Fog,6790,Slippery,No,-,No,33.49,54.9
2008,16-07-2019 14:47,34.19830931,74.98398845,RD-403,164,53,Bus,Low,Storm,5961,Slippery,No,-,Yes,43.3,49.62
2009,12-02-2018 13:56,22.52228165,77.24473783,RD-114,90,87,Mixed,Medium,Rain,7149,Wet,No,-,No,21.96,66.4
2010,22-03-2019 19:38,29.8479672,78.51778494,RD-365,188,107,Bike,Medium,Clear,5152,Slippery,No,-,No,34.63,85.83
2011,04-12-2020 10:43,31.1076012,92.31693541,RD-379,408,21,Truck,High,Fog,5299,Dry,No,-,No,21.01,80.22
2012,10-06-2019 16:00,35.44515298,74.13859733,RD-329,327,21,Mixed,Medium,Fog,4111,Under Maintenance,No,-,No,21.88,89.73
2013,20-07-2022 02:28,28.67980439,95.45490256,RD-224,106,116,Mixed,High,Rain,740,Dry,No,-,No,47.19,31.35
2014,08-02-2022 16:06,33.88585818,69.26379358,RD-142,39,44,Truck,Low,Rain,5388,Under Maintenance,No,-,No,24.18,36.77
2015,22-08-2022 00:51,10.75610491,93.80588242,RD-431,169,55,Bus,Very High,Clear,5075,Dry,No,-,No,35.97,66.57
2016,17-07-2023 11:51,11.65680122,81.09100247,RD-185,443,118,Bike,Very High,Storm,7703,Wet,No,-,No,32.33,79.23
2017,28-06-2020 15:39,12.5920395,83.25104299,RD-69,16,92,Bike,Very High,Fog,540,Under Maintenance,Yes,Minor,No,30.42,47.11
2018,12-07-2020 04:12,12.19957909,96.92452583,RD-348,304,81,Mixed,Very High,Rain,1900,Under Maintenance,No,-,No,47,44.35
2019,25-04-2019 10:14,10.53804556,93.23139143,RD-376,454,32,Car,Very High,Snow,1921,Wet,No,-,No,20.65,77.22
2020,29-12-2021 21:16,11.55463979,94.21662614,RD-170,281,50,Car,High,Snow,1593,Wet,Yes,Minor,No,39.91,33.38
2021,20-01-2023 19:10,36.88139826,84.98051519,RD-450,212,118,Mixed,Medium,Rain,9948,Dry,Yes,Minor,No,48.9,52.16
2022,21-01-2021 02:13,15.89336586,95.73391169,RD-246,430,113,Car,High,Snow,5795,Dry,No,-,No,36.81,60.35
2023,11-04-2019 17:43,21.86339511,87.94635755,RD-237,318,110,Bike,Medium,Clear,7593,Dry,No,-,No,48.1,63.62
2024,21-04-2018 22:44,31.82684572,91.76048394,RD-229,87,82,Bike,Low,Storm,6735,Slippery,No,-,Yes,21.57,73.72
2025,18-04-2019 03:18,11.43083555,88.90708332,RD-184,160,91,Truck,High,Snow,2613,Under Maintenance,No,-,Yes,32.56,51.29
2026,13-02-2021 02:43,17.20358518,90.64651849,RD-397,387,91,Bike,Low,Clear,1574,Slippery,No,-,Yes,27.8,66.76
2027,12-03-2021 18:08,12.61929459,86.50115769,RD-157,196,78,Bus,Medium,Snow,4106,Dry,No,-,Yes,41.92,65.12
2028,25-08-2022 21:46,9.814127365,89.06584988,RD-250,360,106,Bike,Medium,Clear,5506,Wet,No,-,No,49.44,62.86
2029,21-10-2019 02:59,35.86184804,80.64221586,RD-283,37,53,Mixed,Medium,Clear,4214,Under Maintenance,No,-,Yes,27.7,68.43
2030,23-04-2018 04:44,32.89237724,88.49915441,RD-56,499,21,Car,Medium,Rain,4636,Slippery,No,-,Yes,39.63,45.57
2031,13-10-2021 00:58,33.49964185,76.02750602,RD-90,462,31,Car,Very High,Fog,8167,Slippery,No,-,No,25.94,35.08
2032,09-07-2018 10:43,33.19172386,86.41328292,RD-331,353,66,Bike,Medium,Clear,2945,Dry,No,-,No,36.96,37.16
2033,09-03-2018 21:16,12.48243819,83.18882054,RD-311,188,15,Bike,Medium,Snow,9016,Wet,No,-,No,33.92,43.47
2034,10-07-2023 06:10,30.76490999,94.0575909,RD-42,219,87,Car,Low,Rain,1748,Dry,No,-,No,49.16,60.01
2035,21-04-2022 12:27,29.10826485,87.52346246,RD-431,205,113,Car,Low,Fog,3785,Dry,No,-,No,38.26,80.43
2036,04-03-2021 08:55,34.83704545,85.30199562,RD-144,264,48,Bike,Very High,Storm,440,Wet,Yes,-,No,30.49,72.08
2037,17-05-2022 23:32,14.3603459,77.07914901,RD-440,224,112,Bus,Very High,Clear,7815,Dry,No,-,No,23.42,77.34
2038,28-06-2018 08:15,20.00728722,93.02131363,RD-424,210,95,Bus,Very High,Clear,1800,Slippery,No,-,No,24.54,51.06
2039,25-05-2023 09:51,16.55292687,69.57057301,RD-72,124,40,Car,Very High,Fog,4910,Wet,No,-,Yes,26.76,54.28
2040,03-01-2019 23:23,15.47961673,94.09277992,RD-457,148,20,Truck,Very High,Rain,6972,Slippery,No,-,Yes,27.53,53.62
2041,21-09-2023 02:40,26.91906894,86.93634994,RD-276,300,64,Bus,Low,Storm,6486,Dry,No,-,Yes,45.52,41.51
2042,03-06-2020 07:55,12.75435714,73.4952853,RD-101,148,91,Mixed,Low,Fog,1403,Wet,No,-,No,36.84,33.67
2043,01-09-2019 00:53,21.47940647,94.18686957,RD-135,208,101,Car,High,Storm,3598,Slippery,No,-,No,35.7,65.45
2044,02-01-2022 08:52,26.75257298,77.46426544,RD-376,26,56,Bus,Very High,Fog,8491,Slippery,No,-,No,23.44,89.35
2045,07-04-2022 03:29,11.77878895,72.8799053,RD-454,64,26,Bike,Medium,Rain,1394,Slippery,Yes,-,No,45.8,40.01
2046,03-01-2019 20:06,15.45242398,77.25523579,RD-321,91,82,Truck,Very High,Snow,6099,Wet,No,-,No,41.68,32.8
2047,18-05-2019 14:38,36.05361568,95.87109752,RD-40,35,81,Bike,High,Fog,7572,Slippery,No,-,No,22.03,76.77
2048,31-08-2021 07:10,31.06745062,89.82999648,RD-373,56,90,Bike,High,Snow,1357,Under Maintenance,No,-,Yes,41.24,45.16
2049,24-11-2018 16:59,27.63168561,94.58700083,RD-39,35,75,Truck,Medium,Fog,8197,Wet,Yes,-,No,36.31,79.78
2050,20-05-2018 01:20,32.82310701,76.66728888,RD-457,322,42,Car,Low,Clear,4724,Slippery,No,-,No,22.45,72.24
2051,13-04-2021 15:57,8.405085112,70.3907391,RD-10,218,69,Bike,High,Rain,8630,Under Maintenance,No,-,Yes,33.75,86.74
2052,30-09-2018 05:23,8.176158598,84.31990158,RD-435,129,55,Car,Medium,Clear,5053,Wet,No,-,No,34.54,54.54
2053,22-06-2021 14:41,12.46503244,82.00702243,RD-260,467,101,Car,Medium,Storm,3661,Slippery,No,-,Yes,24.97,69.72
2054,16-09-2019 03:09,22.36245646,88.89753873,RD-324,231,90,Car,High,Snow,2066,Wet,No,-,Yes,48.37,57.89
2055,16-02-2023 17:00,24.52923751,83.73758024,RD-16,88,27,Bike,High,Storm,1698,Under Maintenance,No,-,No,45.5,67.84
2056,09-08-2021 06:47,11.29696741,79.49753649,RD-417,441,19,Car,Low,Snow,5172,Under Maintenance,No,-,No,40.07,56.98
2057,21-07-2022 14:04,10.09628298,68.13588977,RD-298,291,112,Bike,Medium,Snow,8074,Dry,No,-,No,33.87,41.32
2058,31-10-2020 14:31,32.0216898,81.56465019,RD-297,50,83,Car,Medium,Rain,2205,Wet,No,-,Yes,32.35,60.47
2059,11-03-2023 21:28,21.46958596,71.49864179,RD-208,165,35,Mixed,Low,Storm,4455,Wet,No,-,No,39.53,61.72
2060,23-08-2022 12:27,36.78233835,94.73803199,RD-394,412,32,Bike,High,Clear,1504,Slippery,No,-,No,36.36,78.64
2061,24-09-2023 08:41,14.65105311,94.72948359,RD-303,10,71,Mixed,Medium,Clear,6169,Under Maintenance,No,-,No,21.87,74.13
2062,25-08-2021 22:42,26.76883225,91.30582121,RD-109,265,46,Car,Low,Snow,4378,Slippery,Yes,Minor,No,35.38,69.83
2063,23-08-2021 20:34,31.3272568,72.57813336,RD-465,43,29,Bike,Medium,Snow,4151,Dry,No,-,No,44.19,36.8
2064,20-11-2023 10:43,33.30650652,72.2757256,RD-19,367,37,Truck,Medium,Snow,5866,Dry,No,-,No,33.78,73.24
2065,05-10-2020 18:10,16.88325145,84.33599678,RD-283,353,101,Mixed,High,Storm,1909,Slippery,No,-,Yes,21.56,60.02
